Date,AAPL,AMD,BAC,BBY,CVX,GE,HD,JNJ,JPM,KO,LLY,MRK,MSFT,PEP,PFE,PG,RRC,UNH,WMT,XOM
2013-11-26,16.746,3.45,13.332,29.078,82.324,133.409,64.322,73.519,43.563,29.564,40.86,34.938,31.581,63.793,21.192,63.884,75.082,64.18,65.304,62.383
2013-11-27,17.14,3.56,13.29,29.07,82.083,133.658,64.571,73.457,43.8,29.726,40.714,35.114,31.793,63.816,21.186,63.612,74.815,64.043,65.506,62.072
2013-11-29,17.457,3.64,13.281,29.76,82.096,132.811,64.579,73.209,43.602,29.726,40.601,35.114,32.241,63.846,21.086,63.567,74.288,64.146,65.571,61.86
2013-12-02,17.305,3.66,13.206,30.149,82.029,132.811,63.858,72.915,43.419,29.645,40.617,35.361,32.511,63.272,21.153,62.903,73.466,63.87,65.652,61.887
2013-12-03,17.779,3.62,13.046,30.825,82.15,132.313,63.319,72.676,43.327,29.845,40.245,35.065,32.393,63.347,20.747,63.272,73.131,63.5,65.733,62.463
2013-12-04,17.738,3.57,13.13,31.412,81.647,132.711,63.07,72.413,43.579,29.86,40.318,34.748,32.926,62.904,20.78,62.91,73.284,63.673,65.31,62.648
2013-12-05,17.829,3.64,12.962,30.531,81.198,131.765,63.182,71.902,42.535,29.46,40.391,34.395,32.131,62.333,20.767,62.412,75.963,62.895,64.675,62.291
2013-12-06,17.581,3.66,13.072,30.251,81.995,134.206,64.228,73.039,42.718,29.926,40.932,34.804,32.435,63.285,20.96,63.793,75.637,63.543,65.082,63.296
2013-12-09,17.783,3.63,13.088,30.479,82.699,135.451,64.035,73.039,43.06,29.882,41.062,34.924,32.731,62.935,20.986,63.989,78.527,63.733,65.09,63.422
2013-12-10,17.755,3.72,13.072,30.612,82.914,135.202,63.239,72.807,43.205,29.475,40.819,34.832,32.224,62.714,20.827,63.137,77.952,64.019,64.382,63.336
2013-12-11,17.623,3.68,12.811,29.853,81.868,132.412,63.552,72.011,42.725,29.682,40.407,34.494,31.801,62.919,20.368,63.416,76.556,62.367,64.39,62.377
2013-12-12,17.598,3.69,12.811,29.647,81.124,132.213,63.174,70.502,42.908,29.002,39.801,34.359,31.471,61.862,20.103,62.118,76.843,61.39,63.909,63.104
2013-12-13,17.406,3.69,12.752,29.853,80.393,133.708,63.56,70.649,42.801,29.016,39.93,34.401,31.023,61.595,20.103,62.17,76.278,60.932,63.567,63.071
2013-12-16,17.502,3.59,12.803,30.752,80.607,134.405,63.633,70.665,42.992,29.046,39.768,34.195,31.192,61.648,20.103,61.657,76.738,61.434,63.291,64.335
2013-12-17,17.423,3.65,12.752,30.376,79.615,134.654,63.247,70.116,42.459,28.92,39.792,34.06,30.88,61.237,20.029,61.069,76.345,61.148,62.892,64.024
2013-12-18,17.291,3.65,13.181,30.922,81.533,136.547,64.397,71.647,43.617,29.601,40.835,34.771,30.93,61.968,20.448,62.178,77.647,62.575,63.453,65.871
2013-12-19,17.093,3.65,13.231,30.472,82.619,137.2,64.317,71.137,43.609,29.482,40.536,34.693,30.651,62.151,20.408,61.816,78.279,62.584,62.884,65.798
2013-12-20,17.236,3.69,13.105,29.227,82.324,137.401,64.389,71.222,43.967,29.615,40.585,35.07,31.116,62.265,20.103,61.77,78.92,63.413,63.038,65.301
2013-12-23,17.897,3.75,13.181,29.927,82.337,137.602,64.807,71.175,44.379,29.704,40.868,35.098,30.964,62.303,20.169,61.37,79.523,64.278,63.396,65.189
2013-12-24,17.821,3.77,13.189,29.639,82.813,138.656,64.872,71.199,44.386,29.726,41.021,35.134,31.353,62.44,20.129,61.37,79.858,64.088,63.51,65.659
2013-12-26,17.703,3.8,13.147,30.244,83.685,139.761,65.604,71.57,44.348,29.948,41.223,35.354,31.657,62.752,20.302,61.71,80.002,64.71,63.82,66.771
2013-12-27,17.583,3.78,13.164,29.602,83.967,139.761,65.676,71.423,44.303,30.074,41.434,35.404,31.531,62.95,20.362,61.899,79.982,64.572,63.885,67.174
2013-12-30,17.409,3.85,13.055,29.485,83.296,140.063,65.917,71.384,44.158,30.392,41.369,35.511,31.531,63.102,20.395,61.891,80.049,64.65,64.015,66.38
2013-12-31,17.613,3.87,13.08,29.389,83.752,140.766,66.239,70.835,44.562,30.555,41.232,35.589,31.632,63.125,20.355,61.446,80.7,65.099,64.064,66.969
2014-01-02,17.365,3.95,13.525,29.846,83.236,138.104,65.982,70.402,44.646,30.074,41.013,35.191,31.421,62.486,20.242,60.789,78.24,64.468,64.243,66.01
2014-01-03,16.984,4.0,13.786,29.978,83.377,138.004,65.877,71.036,44.991,29.926,41.312,35.361,31.209,62.592,20.282,60.721,77.082,64.926,64.031,65.851
2014-01-06,17.076,4.13,13.996,29.042,83.155,136.899,65.242,71.407,45.252,29.786,41.66,35.368,30.55,62.623,20.302,60.865,77.58,64.183,63.673,65.95
2014-01-07,16.954,4.18,13.861,28.283,83.859,137.049,65.563,72.923,44.73,29.874,41.385,35.632,30.787,63.536,20.428,61.453,78.901,66.145,63.869,66.883
2014-01-08,17.061,4.18,13.928,27.885,82.666,136.648,65.909,72.823,45.152,29.541,41.32,35.404,30.237,63.353,20.568,60.563,78.987,65.376,63.364,66.665
2014-01-09,16.844,4.09,14.138,27.657,82.666,136.698,65.62,73.264,45.068,29.386,41.781,35.212,30.042,63.056,20.554,60.699,77.752,65.774,63.576,66.016
2014-01-10,16.731,4.17,14.088,27.863,81.137,135.392,65.974,73.271,44.861,29.682,41.983,35.468,30.474,63.551,20.395,60.608,78.212,64.581,63.535,66.519
2014-01-13,16.819,4.13,13.802,27.163,79.957,134.237,65.137,73.086,44.255,29.238,42.097,37.772,29.577,62.691,20.295,60.389,76.259,63.924,63.087,65.215
2014-01-14,17.153,4.3,14.088,27.303,80.172,135.442,65.169,73.256,44.286,29.357,42.396,37.687,30.254,62.691,20.601,61.038,78.652,63.993,63.47,65.593
2014-01-15,17.498,4.47,14.407,27.686,79.91,137.3,65.218,73.318,45.628,29.408,43.18,37.345,31.082,63.087,20.721,60.978,80.136,64.702,63.225,65.368
2014-01-16,17.4,4.38,14.348,19.772,79.675,136.597,65.37,73.194,45.244,29.371,44.708,37.331,31.192,63.064,20.714,60.804,80.375,62.903,62.493,65.474
2014-01-17,16.974,4.18,14.29,18.003,79.984,133.484,65.161,73.519,44.569,29.053,44.595,36.94,30.761,62.562,20.661,60.291,79.102,62.696,62.029,65.619
2014-01-21,17.238,4.17,14.29,18.033,80.701,132.027,64.727,72.722,44.615,29.527,44.942,36.855,30.584,63.11,20.754,60.518,81.294,63.249,61.744,65.182
2014-01-22,17.314,3.67,14.407,19.168,80.748,130.521,64.518,72.946,44.17,29.512,44.95,36.513,30.381,63.056,20.78,60.253,83.677,63.457,61.345,64.772
2014-01-23,17.461,3.62,14.164,19.212,79.38,129.667,64.55,71.724,43.311,29.024,44.587,36.691,30.491,62.737,20.608,59.5,82.969,63.284,61.027,64.17
2014-01-24,17.143,3.47,13.819,18.438,77.972,125.298,63.681,70.077,42.253,28.728,43.754,36.961,31.125,61.976,19.996,60.215,82.462,61.901,60.588,62.767
2014-01-27,17.282,3.41,13.702,18.128,78.066,125.901,63.504,69.559,42.253,28.647,43.762,37.352,30.465,62.455,19.71,59.675,80.652,61.944,60.368,62.813
2014-01-28,15.901,3.54,14.054,18.217,78.341,127.859,63.182,69.683,42.752,28.75,43.843,37.594,30.668,62.653,20.216,60.162,82.816,61.996,60.791,63.296
2014-01-29,15.721,3.48,14.012,17.664,77.778,127.005,61.686,68.755,42.59,28.033,43.584,37.125,30.998,61.055,20.01,59.044,81.61,61.607,60.327,62.939
2014-01-30,15.69,3.48,14.222,16.743,78.08,128.06,61.887,69.219,42.951,28.232,43.067,38.049,31.167,61.709,20.481,58.458,81.801,62.938,60.856,62.198
2014-01-31,15.716,3.43,14.071,17.347,74.848,126.202,61.823,68.422,42.46,27.973,43.665,37.665,31.996,61.161,20.202,58.268,82.5,62.488,60.799,60.987
2014-02-03,15.745,3.33,13.735,17.001,74.519,122.285,60.407,67.115,41.655,27.515,42.574,37.032,30.846,59.799,20.335,57.568,81.351,61.157,59.155,59.591
2014-02-04,15.973,3.37,13.735,16.787,74.312,123.39,60.31,66.991,42.146,27.722,42.929,38.049,30.736,59.989,20.893,57.865,83.897,60.958,59.212,59.571
2014-02-05,16.092,3.31,13.777,17.038,73.433,123.139,60.544,67.502,42.345,27.818,42.622,38.063,30.288,60.446,20.538,58.139,82.442,61.226,59.326,59.28
2014-02-06,16.186,3.41,14.021,17.473,74.607,125.298,61.268,68.639,43.319,28.129,42.622,38.234,30.592,60.423,20.666,58.481,80.394,61.269,59.285,59.846
2014-02-07,16.412,3.47,14.13,18.092,75.13,126.503,61.501,69.636,43.427,28.07,43.018,38.945,30.913,61.055,20.92,58.793,80.432,61.693,60.042,60.366
2014-02-10,16.707,3.63,14.046,18.6,74.888,125.8,61.469,70.433,43.519,28.528,43.633,39.03,31.116,61.344,21.088,59.34,80.777,60.292,60.05,59.659
2014-02-11,16.927,3.7,14.18,18.733,76.155,127.709,61.702,71.902,44.048,28.58,44.069,39.606,31.429,61.839,21.362,59.956,81.255,61.053,60.897,60.539
2014-02-12,16.925,3.69,14.071,18.342,75.783,127.508,62.169,71.477,44.117,28.484,43.498,39.109,31.683,62.021,21.182,58.93,80.911,60.725,61.027,60.699
2014-02-13,17.194,3.7,14.071,18.187,76.108,127.759,62.418,71.585,44.508,28.587,43.629,39.18,31.801,60.651,21.242,59.165,80.605,61.563,61.353,60.932
2014-02-14,17.18,3.69,14.029,18.261,76.764,129.265,62.692,71.74,44.6,28.794,44.216,39.422,31.81,59.434,21.403,60.382,81.83,63.56,61.703,62.718
2014-02-18,17.243,3.7,13.836,18.416,76.243,128.813,62.402,71.284,44.861,27.715,45.073,39.599,31.878,59.502,21.362,59.295,83.084,63.828,61.329,62.692
2014-02-19,16.971,3.72,13.609,18.335,76.845,127.558,61.501,70.874,43.917,27.441,47.389,39.137,31.954,58.68,21.094,59.424,83.83,63.586,60.938,62.612
2014-02-20,16.775,3.69,13.693,18.305,77.522,127.254,62.33,71.446,44.163,27.589,47.357,39.685,32.159,59.373,21.141,59.257,83.773,63.526,59.855,63.558
2014-02-21,16.588,3.69,13.685,18.158,76.223,126.342,62.539,71.29,44.186,27.5,47.283,39.841,32.355,59.533,21.081,59.295,82.002,63.811,59.529,63.332
2014-02-24,16.661,3.71,13.886,18.549,77.217,128.115,62.643,70.971,44.508,27.737,47.341,39.948,32.108,60.035,21.436,59.211,83.782,65.713,59.717,64.271
2014-02-25,16.488,3.69,13.727,18.652,77.772,128.014,65.145,70.971,43.741,27.936,47.708,39.756,31.98,60.301,21.369,59.409,83.179,65.117,59.717,64.185
2014-02-26,16.339,3.7,13.718,19.028,78.137,128.166,65.724,70.971,43.526,28.01,47.855,40.012,31.92,59.86,21.436,59.211,81.303,65.756,60.881,63.838
2014-02-27,16.665,3.71,13.853,18.843,78.259,129.179,65.942,71.166,43.48,28.158,48.572,40.289,32.253,60.18,21.597,59.462,83.045,65.722,60.702,63.871
2014-02-28,16.62,3.71,13.886,19.624,78.016,129.027,65.99,71.758,43.58,28.254,48.63,40.524,32.636,60.941,21.517,59.819,82.366,66.802,60.816,64.158
2014-03-03,16.668,3.67,13.693,19.271,77.684,127.254,65.966,71.321,43.112,28.195,48.156,40.118,32.185,60.522,21.429,58.922,81.275,66.655,60.343,63.645
2014-03-04,16.778,3.7,14.054,19.013,78.009,129.939,66.666,72.708,43.917,28.336,48.825,40.573,32.721,61.534,21.905,59.66,81.801,67.546,61.166,64.324
2014-03-05,16.813,3.71,14.5,18.821,77.407,131.357,66.698,72.124,44.608,28.365,48.483,40.445,32.466,62.169,21.945,59.181,79.839,67.425,60.897,62.512
2014-03-06,16.762,3.73,14.584,18.747,77.691,132.826,66.296,72.357,45.175,28.454,47.903,40.716,32.5,62.338,21.751,59.363,80.624,67.122,60.962,62.485
2014-03-07,16.752,3.95,14.567,19.013,77.847,132.37,66.408,72.692,45.559,28.513,47.797,40.865,32.287,62.514,21.731,59.606,81.437,66.915,61.11,63.305
2014-03-10,16.767,3.81,14.685,19.337,78.361,131.914,66.111,72.794,45.405,28.587,48.05,40.758,32.219,62.644,21.704,59.721,83.045,67.33,60.987,63.645
2014-03-11,16.931,3.85,14.517,19.138,77.461,131.205,65.771,72.825,44.631,28.698,47.667,40.31,32.389,63.472,21.724,60.04,83.218,67.243,61.388,62.652
2014-03-12,16.947,3.91,14.525,18.969,78.232,130.496,65.18,72.91,44.424,28.68,48.295,40.396,32.602,62.966,21.429,60.26,82.48,67.33,61.888,62.785
2014-03-13,16.759,3.86,14.424,18.637,77.42,128.368,63.756,72.443,44.04,28.307,47.593,39.98,32.278,62.698,20.853,60.222,82.921,66.818,61.396,62.405
2014-03-14,16.571,3.85,14.122,18.939,77.184,127.203,64.225,72.295,43.565,28.456,48.026,39.916,32.116,62.085,20.927,60.063,84.003,65.682,60.864,62.292
2014-03-17,16.635,3.8,14.382,19.168,77.84,128.824,64.387,73.168,44.163,28.531,48.026,40.317,32.415,62.889,21.054,60.717,84.482,66.601,61.192,62.858
2014-03-18,16.783,3.89,14.449,19.197,78.631,129.939,64.581,73.175,44.531,28.627,48.458,40.389,33.692,62.813,21.396,60.664,84.903,67.677,61.265,63.118
2014-03-19,16.778,3.98,14.66,19.101,77.928,128.064,64.525,72.903,44.715,28.434,48.173,40.123,33.454,62.368,21.249,59.911,83.543,69.378,60.946,62.465
2014-03-20,16.697,4.05,15.063,19.168,78.137,128.014,64.8,73.316,46.103,28.665,47.781,39.837,34.357,62.744,21.383,59.561,83.84,70.74,61.765,63.032
2014-03-21,16.829,4.04,14.761,19.998,78.219,128.672,65.067,74.725,46.149,28.657,47.137,39.17,34.212,62.958,21.563,59.226,83.467,70.575,62.355,62.852
2014-03-24,17.029,4.05,14.601,19.546,78.367,128.723,64.452,74.157,46.84,28.627,46.827,38.54,34.502,62.767,21.101,60.306,82.672,70.523,62.896,63.072
2014-03-25,17.212,4.05,14.466,19.427,79.206,130.192,64.298,75.855,46.732,28.791,46.672,39.55,34.365,63.158,21.322,60.694,82.49,70.367,62.986,63.252
2014-03-26,17.047,4.05,14.441,19.116,79.626,129.787,63.813,75.598,45.942,28.784,46.892,40.145,33.897,63.518,21.563,60.458,81.044,70.749,62.462,63.112
2014-03-27,16.974,3.91,14.298,19.086,79.599,130.749,63.659,75.777,45.958,28.941,46.933,39.937,33.53,63.265,21.51,60.572,81.638,70.298,62.388,64.138
2014-03-28,16.955,3.88,14.273,19.338,80.16,131.104,63.691,75.902,46.05,29.037,46.998,40.116,34.331,63.579,21.362,60.656,81.618,70.818,62.281,65.111
2014-03-31,16.951,4.01,14.458,19.59,80.437,131.155,64.023,76.517,46.563,28.821,48.018,40.682,34.919,64.001,21.523,61.295,79.454,71.139,62.626,65.098
2014-04-01,17.106,4.07,14.576,19.568,80.498,131.053,64.225,76.291,46.533,28.635,47.985,40.396,35.285,63.526,21.409,61.097,80.479,71.009,62.904,65.131
2014-04-02,17.135,4.06,14.483,19.88,80.735,131.914,64.687,76.517,46.679,28.575,48.254,40.46,35.226,63.411,21.637,60.937,82.222,70.809,63.24,65.277
2014-04-03,17.016,4.0,14.416,19.857,80.525,132.877,64.242,76.54,46.818,28.381,48.107,40.281,34.936,63.549,21.711,60.915,84.099,71.365,63.469,65.264
2014-04-04,16.796,4.01,14.054,20.547,80.363,131.813,63.691,76.665,46.162,28.493,48.14,40.217,33.965,63.303,21.55,60.664,82.863,70.74,63.347,64.884
2014-04-07,16.532,3.88,13.769,20.169,79.375,130.952,62.405,76.252,45.537,28.791,47.822,39.55,33.905,64.315,20.907,61.211,81.8,70.35,63.347,64.498
2014-04-08,16.531,3.99,13.819,20.302,79.687,130.445,62.389,76.385,45.421,29.0,47.789,39.443,33.922,63.978,20.686,61.865,84.884,69.985,64.059,64.944
2014-04-09,16.749,3.98,13.97,20.295,80.566,131.458,62.915,77.078,45.746,29.067,49.298,40.919,34.476,64.315,20.927,61.972,84.568,70.619,63.887,64.864
2014-04-10,16.533,3.85,13.55,19.442,78.936,129.584,62.122,75.201,44.302,28.993,47.855,40.023,33.53,64.093,20.511,61.667,84.396,69.404,63.002,64.498
2014-04-11,16.41,3.65,13.256,18.923,79.166,128.824,61.248,75.458,42.681,28.799,47.683,40.073,33.403,63.733,20.009,61.416,84.195,68.501,62.683,64.458
2014-04-14,16.476,3.71,13.449,19.064,80.295,130.243,61.466,75.668,42.419,28.873,48.091,39.822,33.377,64.039,20.016,61.454,84.195,68.701,63.404,65.217
2014-04-15,16.358,3.79,13.777,18.544,81.378,130.8,61.402,77.273,42.296,29.954,48.475,40.166,33.863,64.353,20.029,61.477,85.554,68.987,62.994,65.764
2014-04-16,16.391,3.76,13.558,18.151,82.413,132.32,61.96,76.922,42.651,30.26,48.915,40.317,34.416,64.974,20.163,62.093,86.885,67.842,63.273,66.604
2014-04-17,16.579,3.69,13.575,18.159,83.664,134.549,62.373,77.086,42.62,30.357,49.298,40.467,34.084,65.572,20.27,62.177,88.973,65.751,63.633,66.924
2014-04-21,16.775,4.12,13.525,17.892,84.043,134.701,63.076,77.896,42.473,30.379,49.649,41.026,34.025,65.848,20.679,62.025,89.519,65.031,63.584,67.263
2014-04-22,16.792,4.3,13.693,18.166,83.881,134.65,64.46,78.036,43.075,30.35,48.972,41.399,34.067,65.258,20.773,61.789,88.734,65.734,63.551,66.89
2014-04-23,16.573,4.25,13.76,18.003,84.347,133.839,63.53,78.067,43.26,30.364,48.589,41.205,33.812,65.465,20.719,61.6,89.088,65.361,63.945,66.977
2014-04-24,17.931,4.28,13.735,17.944,84.083,134.042,64.541,77.865,43.368,30.342,47.871,41.227,33.956,65.549,20.578,62.206,89.596,66.454,64.166,66.65
2014-04-25,18.063,4.05,13.407,18.085,83.874,134.751,64.225,77.732,42.99,30.573,47.724,41.019,33.999,65.342,20.605,62.405,87.843,65.647,64.42,66.917
2014-04-28,18.763,3.96,12.567,18.952,85.051,135.663,64.865,78.94,42.828,30.588,48.107,40.618,34.817,66.546,21.47,63.578,87.604,65.716,65.354,67.423
2014-04-29,18.707,4.03,12.81,19.13,85.213,135.562,64.339,78.698,43.299,30.245,48.638,42.08,34.51,65.733,21.282,63.195,86.598,65.248,65.28,67.61
2014-04-30,18.636,4.09,12.726,19.234,84.909,136.22,64.331,78.901,43.206,30.409,48.213,41.965,34.416,65.833,20.96,63.279,86.617,65.109,65.313,68.25
2014-05-01,18.68,4.2,12.684,19.301,84.516,135.613,64.185,78.309,43.006,30.402,48.556,42.725,34.076,65.587,20.873,63.118,85.449,65.031,65.305,67.583
2014-05-02,18.715,4.12,12.819,19.397,84.368,135.157,64.242,77.358,42.898,30.529,48.197,41.721,33.812,65.549,20.605,62.796,86.158,65.1,64.83,67.983
2014-05-05,18.979,4.09,12.676,19.219,84.8,134.65,63.667,77.896,41.848,30.387,48.034,42.015,33.59,65.848,20.076,62.628,86.771,65.274,64.42,68.583
2014-05-06,18.773,4.01,12.382,18.678,84.537,132.674,62.64,77.514,41.169,30.186,47.773,40.926,33.275,65.434,19.721,62.191,86.474,65.3,63.92,68.423
2014-05-07,18.707,3.97,12.441,18.73,85.389,134.397,62.364,78.605,41.717,30.499,48.254,40.016,33.582,66.53,19.619,62.927,86.454,67.599,64.275,68.716
2014-05-08,18.674,3.93,12.55,18.923,84.618,133.941,62.34,78.285,41.956,30.364,48.54,39.292,33.769,66.423,19.721,62.98,84.319,66.714,64.877,68.19
2014-05-09,18.596,3.87,12.39,19.227,84.577,133.839,62.874,78.605,41.686,30.469,48.426,39.564,33.684,66.814,19.626,63.157,84.635,66.766,65.297,68.405
2014-05-12,18.827,3.97,12.667,19.472,84.719,136.018,63.327,78.301,42.18,30.432,48.475,39.622,34.05,66.63,19.694,62.651,85.143,67.452,65.256,68.592
2014-05-13,18.857,4.03,12.634,19.323,85.132,136.372,62.518,78.69,42.157,30.648,49.388,39.951,34.676,66.86,19.741,62.559,85.449,67.712,65.247,68.68
2014-05-14,18.86,3.98,12.474,19.301,85.518,135.562,61.741,78.574,41.956,30.484,49.437,40.396,34.522,66.561,19.673,62.221,85.305,66.957,64.918,68.633
2014-05-15,18.7,3.96,12.23,18.893,84.467,134.751,61.685,78.433,41.3,30.208,47.882,40.052,33.973,65.718,19.646,61.731,85.698,66.358,63.343,67.62
2014-05-16,18.976,4.02,12.197,18.908,84.037,135.106,62.591,78.348,41.146,30.484,47.989,40.037,34.17,66.331,19.687,61.578,84.75,66.506,63.491,67.593
2014-05-19,19.201,4.09,12.331,19.375,83.88,134.802,61.895,78.394,41.547,30.35,48.244,40.381,34.102,65.994,19.795,61.271,85.478,66.983,63.162,67.68
2014-05-20,19.205,4.05,12.214,18.292,83.573,133.232,63.076,78.091,41.462,30.253,48.252,40.131,34.042,65.649,19.775,61.501,84.827,66.515,62.403,67.546
2014-05-21,19.255,4.1,12.281,18.804,84.706,134.194,63.174,78.784,41.771,30.469,48.59,40.546,34.616,65.994,19.991,61.7,86.838,67.434,62.378,68.458
2014-05-22,19.286,4.01,12.365,19.449,84.344,134.295,63.74,79.192,42.103,30.253,49.124,40.482,34.402,65.595,20.052,61.823,85.143,67.972,62.156,68.103
2014-05-23,19.504,4.02,12.373,20.035,84.167,134.295,64.064,79.207,42.087,30.253,49.19,40.711,34.419,65.787,19.937,61.723,84.922,68.345,62.337,67.982
2014-05-27,19.869,4.04,12.794,20.08,83.805,134.599,64.476,79.074,42.558,30.394,49.133,40.625,34.479,66.323,20.018,61.386,87.067,68.64,62.321,68.009
2014-05-28,19.818,4.0,12.726,19.983,83.587,135.055,64.468,78.674,42.797,30.253,49.108,40.417,34.325,66.737,20.018,61.401,86.493,68.18,62.271,67.807
2014-05-29,20.179,4.03,12.735,20.377,83.45,135.461,64.646,79.035,43.006,30.312,48.919,41.349,34.608,67.243,20.011,61.631,88.035,68.866,62.642,67.948
2014-05-30,20.103,4.0,12.726,20.518,83.771,135.714,64.913,79.584,42.89,30.499,49.24,41.463,35.123,67.703,20.032,61.93,89.011,69.091,63.294,67.452
2014-06-02,19.965,3.97,12.827,20.369,83.375,135.916,65.407,80.141,42.72,30.461,48.935,41.514,34.994,67.35,20.086,61.6,88.772,68.953,63.285,67.056
2014-06-03,20.247,3.94,12.785,20.814,83.607,135.714,65.651,80.368,42.913,30.476,48.82,41.499,34.565,67.619,20.005,61.271,89.337,69.308,63.244,67.358
2014-06-04,20.478,4.04,12.785,21.178,83.471,134.498,65.545,80.541,42.975,30.409,48.713,41.514,34.591,67.514,20.038,61.217,89.088,69.855,63.59,67.123
2014-06-05,20.559,4.08,12.97,21.267,84.269,135.613,65.415,80.964,43.708,30.484,49.009,41.635,35.354,67.769,20.12,61.409,89.73,69.239,63.747,67.465
2014-06-06,20.502,4.06,13.105,21.534,84.726,137.689,65.626,80.933,43.97,30.558,49.05,41.456,35.586,67.885,19.89,61.348,89.404,69.352,63.656,68.17
2014-06-09,20.83,4.07,13.315,21.489,84.849,139.007,65.602,80.964,44.318,30.499,49.141,41.521,35.406,67.954,19.842,61.394,88.331,69.204,63.491,68.116
2014-06-10,20.953,4.2,13.382,22.004,85.511,138.855,65.708,81.655,44.688,30.618,49.149,41.915,35.268,68.279,19.944,61.44,85.708,69.248,63.17,68.076
2014-06-11,20.866,4.29,13.105,21.512,85.402,137.538,64.951,81.043,44.202,30.461,48.919,42.144,35.054,67.785,19.896,61.371,85.612,69.56,62.791,68.405
2014-06-12,20.517,4.29,12.962,21.221,86.036,136.575,63.828,80.423,44.024,30.36,48.433,42.094,34.814,67.352,19.91,61.141,84.05,69.251,62.436,68.21
2014-06-13,20.292,4.28,12.978,21.37,86.821,136.98,63.535,80.423,44.024,30.322,48.45,42.05,35.371,67.329,19.964,61.049,84.491,69.024,62.065,68.874
2014-06-16,20.497,4.44,12.844,21.459,87.694,135.866,64.21,80.36,43.893,30.54,48.392,41.928,35.603,67.607,20.018,61.087,84.615,67.995,62.115,69.055
2014-06-17,20.47,4.47,13.105,21.646,87.892,136.119,65.122,79.953,44.318,30.736,48.738,41.92,35.757,67.399,19.93,61.003,84.117,68.143,61.826,68.72
2014-06-18,20.492,4.4,13.155,21.721,88.881,136.22,65.683,80.643,44.596,31.216,49.346,42.173,35.732,68.649,20.086,61.164,84.165,69.05,62.411,68.928
2014-06-19,20.421,4.36,13.071,21.579,90.048,137.548,65.464,81.427,44.225,31.389,49.231,42.094,35.612,69.576,20.005,61.509,84.596,70.183,62.552,68.861
2014-06-20,20.21,4.1,12.995,21.124,90.286,137.753,65.244,82.572,44.418,31.314,51.024,42.541,35.757,68.804,20.133,61.271,84.271,70.968,62.395,69.666
2014-06-23,20.192,4.01,13.155,21.318,90.723,136.271,65.626,82.165,44.912,31.344,51.057,42.238,36.023,68.256,19.91,60.957,84.328,71.038,62.486,70.035
2014-06-24,20.07,3.94,13.029,21.683,89.897,135.761,65.455,82.039,44.318,31.434,50.909,41.819,35.817,67.993,19.809,60.566,82.077,71.256,62.634,68.928
2014-06-25,20.088,3.96,13.012,22.803,89.529,134.944,65.537,82.957,44.403,31.517,51.822,42.498,36.058,68.402,20.147,60.803,82.412,71.779,62.345,68.532
2014-06-26,20.208,4.03,12.962,22.623,89.318,134.279,65.716,82.87,44.295,31.569,51.855,42.26,35.792,68.426,20.005,60.267,82.996,71.735,61.76,68.458
2014-06-27,20.448,4.11,12.894,23.161,88.936,134.995,66.025,82.353,44.403,31.689,51.905,41.538,36.246,68.541,20.059,60.573,82.345,71.482,62.115,67.908
2014-06-30,20.659,4.19,12.928,23.138,89.065,134.228,65.887,82.063,44.472,31.817,51.14,41.769,35.775,68.989,20.066,60.244,83.303,71.264,61.892,67.552
2014-07-01,20.79,4.22,13.121,23.108,89.058,134.841,66.587,83.043,44.744,31.765,51.411,42.245,35.92,68.827,20.336,60.773,81.789,71.386,62.065,68.009
2014-07-02,20.781,4.34,13.332,23.459,88.847,135.914,66.717,83.035,44.278,31.765,51.576,42.635,35.946,69.244,20.532,60.987,82.029,71.909,62.345,68.15
2014-07-03,20.904,4.24,13.483,23.952,89.502,137.191,66.774,82.69,44.34,31.72,51.872,42.744,35.86,69.514,20.64,61.309,82.192,72.659,62.453,68.834
2014-07-07,21.335,4.26,13.407,23.705,89.011,136.629,66.261,83.514,44.045,31.652,51.502,42.253,36.023,69.391,20.613,61.47,80.505,71.674,62.716,68.874
2014-07-08,21.197,4.22,13.105,23.243,88.622,134.688,65.724,82.925,43.337,31.502,51.378,42.0,35.843,69.29,20.383,61.754,80.544,71.421,63.195,68.995
2014-07-09,21.206,4.23,13.121,23.496,89.638,134.433,65.7,83.176,43.539,31.509,51.51,42.274,35.749,69.321,20.316,62.605,81.119,72.127,63.656,69.478
2014-07-10,21.128,4.29,12.987,22.75,88.86,133.82,64.617,82.988,43.182,31.742,51.436,42.296,35.766,69.576,20.282,62.559,78.656,71.552,63.533,68.821
2014-07-11,21.168,4.37,12.936,22.303,87.646,135.608,64.788,82.439,43.368,31.524,51.691,42.195,36.109,69.383,20.329,62.214,77.842,72.241,63.335,68.264
2014-07-14,21.442,4.64,13.096,21.982,88.185,136.169,64.666,82.659,43.749,31.832,51.831,42.007,36.152,70.333,20.444,62.336,78.541,73.461,63.112,68.894
2014-07-15,21.19,4.53,13.298,22.168,88.185,135.914,64.992,81.011,45.288,31.622,51.707,41.812,36.418,69.761,20.559,62.29,77.152,73.138,63.351,68.7
2014-07-16,21.07,4.66,13.046,22.9,89.297,138.008,64.829,80.18,45.63,31.637,51.666,41.985,37.816,69.885,20.931,62.541,77.468,73.016,63.368,69.626
